,age,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,gender_code,region_category_code,membership_category_code,year,joined_through_referral_code,preferred_offer_types_code,medium_of_operation_code,internet_option_code,used_special_discount_code,offer_application_preference_code,past_complaint_code,complaint_status_code,feedback_code
36475,22,18,450.32,42528.27,710.96,1,1,4,4,0,2,0,2,1,1,0,1,1
36476,25,20,47.77,10225.94,636.95,0,1,5,6,0,1,3,0,0,1,0,1,1
36477,33,6,374.03,67078.44,846.1,0,1,4,4,1,1,3,2,1,1,1,2,6
36479,14,4,133.49,9158.54,506.31,0,2,2,5,1,2,2,2,1,0,0,1,3
36480,33,10,686.03,39691.68,608.78,0,1,2,4,2,2,1,1,1,0,0,1,1
36481,50,10,210.82,46240.62,623.6,1,0,2,4,1,2,3,2,1,0,1,2,3
36482,12,16,970.5,28564.39,781.51,1,1,4,4,2,0,1,0,1,0,0,1,7
36483,45,19,30.91,49469.65,1134.5837633534902,1,1,4,4,0,2,3,2,1,0,1,3,1
36484,31,9,94.95,19425.51,331.9759876393754,0,0,2,6,2,0,3,0,1,0,1,0,2
36485,17,3,329.91,10199.22,695.89,1,0,2,6,1,0,2,1,1,0,0,1,0
36486,24,19,110.32,33824.73,547.11,0,1,0,6,2,2,3,0,0,1,0,1,2
36487,62,50,1251.44,47154.1,729.84,1,2,5,6,2,0,3,2,1,0,0,1,3
36488,21,4,81.43,5763.93,581.05,0,0,0,4,2,2,2,0,0,1,1,4,2
36489,44,50,87.72,34991.53,1334.5568969311075,0,2,1,5,2,0,2,2,1,0,1,2,0
36491,16,11,34.88,7183.71,659.31,0,0,5,6,1,0,3,2,0,1,1,2,3
36492,36,11,307.27,34896.49,661.19,0,2,2,5,1,0,3,0,1,0,0,1,3
36493,55,15,222.14,49856.43,336.81240835771337,1,1,3,6,2,2,3,1,0,1,1,3,1
36495,26,19,163.34,48136.04,715.6,0,0,4,6,0,2,2,0,0,1,0,1,0
36496,32,2,242.8,6174.25,700.28,0,1,2,4,1,0,3,2,1,0,1,3,3
36497,10,11,408.46,19727.89,712.18,1,0,4,4,1,0,1,2,1,0,1,0,0
36498,42,19,36.98,43440.65,720.27,1,2,4,5,1,0,0,1,1,0,0,1,0
36499,17,8,194.93,27980.6,380.8953188192941,1,1,5,6,2,2,2,0,0,1,0,1,0
36500,41,10,80.35,46060.22,679.19,0,0,0,6,2,1,3,0,0,1,0,1,0
36502,25,19,496.93,13819.85,714.18,0,1,5,4,2,1,3,1,1,1,0,1,3
36504,12,15,38.75,43199.14,549.61,0,1,2,5,2,0,3,2,1,0,1,3,1
36505,54,11,41.61,4024.82,635.64,0,2,0,5,1,0,2,0,0,1,0,1,0
36506,12,10,641.8,44738.06,610.92,1,1,1,5,2,1,0,0,0,1,0,1,2
36507,64,3,327.76,79144.87,607.4966666666667,0,1,3,4,0,1,2,2,1,0,1,2,6
36508,10,9,551.36,36711.67,604.0733333333333,1,1,0,5,2,2,0,0,0,1,1,0,2
36509,42,19,1792.5203796192425,13158.32,600.65,0,1,0,6,2,2,3,1,0,1,1,0,3
36510,28,11,192.3,9260.71,542.34,1,0,0,6,1,1,3,2,0,1,0,1,1
36512,33,13,78.3,6693.2,708.57,1,2,1,5,2,2,3,1,0,1,0,1,1
36513,42,16,716.47,45497.65,1101.5305826543286,1,0,1,6,0,1,2,2,1,1,0,1,3
36514,19,8,930.6046121716612,18459.29,705.09,1,1,5,4,2,2,3,2,1,0,0,1,3
36515,12,13,86.23,71528.18,722.43,1,0,3,6,2,0,2,1,0,1,0,1,4
36516,30,8,347.21,34034.27,717.79,0,1,4,4,1,2,3,2,1,0,0,1,1
36517,28,21,397.5,47444.5,755.18,0,2,4,4,1,0,1,2,1,0,1,2,7
36518,61,21,183.03,30193.46,599.26,1,0,2,5,2,2,3,2,0,1,1,2,1
36520,17,10,131.42,4498.26,523.24,1,1,2,5,2,2,3,0,1,0,0,1,0
36522,14,21,34.23,34783.05,686.5433333333333,1,0,4,6,1,2,2,2,1,0,0,1,1
36524,52,17,31.82,25203.44,787.17,1,1,3,5,1,2,0,0,0,1,0,1,0
36525,63,10,30.8,42746.03,562.23,0,0,0,5,1,2,3,2,0,1,0,1,0
36526,47,9,638.96,47941.87,312.1620516642499,1,0,2,5,2,2,1,2,0,1,0,1,1
36529,28,6,-809.2936572066699,48914.76,887.9830744878208,1,0,1,5,1,0,3,0,1,0,1,3,1
36531,40,11,303.17,32123.54,992.8001308558758,1,2,5,4,1,2,3,2,1,0,1,3,7
36532,51,7,442.26,5270.52,560.63,1,0,2,5,1,0,0,0,0,1,0,1,3
36533,60,12,800.63,44979.67,589.19,0,2,2,5,0,1,1,2,0,1,1,3,0
36534,15,22,123.62,32582.93,679.87,0,1,0,6,0,0,3,0,0,1,1,4,7
36535,51,12,163.24,45683.46,654.27,0,1,2,6,2,0,3,2,1,0,1,0,0
36536,37,12,558.27,30459.67,752.37,0,1,1,5,2,2,2,1,1,1,1,2,1
36538,46,10,107.22,9095.43,28.489774422431537,0,1,2,5,1,2,0,2,1,0,0,1,2
36539,44,9,541.34,22232.13,823.64,0,1,4,6,2,2,2,2,1,0,1,4,5
36540,43,9,34.07,29906.22,504.2,1,0,2,5,1,0,2,2,0,1,0,1,7
36541,40,6,44.87,49298.9,614.74,1,1,2,5,0,0,2,2,0,1,0,1,0
36542,53,11,30.38,46276.96,691.34,0,0,1,6,2,0,3,0,0,1,0,1,2
36543,56,6,34.08,21144.98,679.25,1,0,0,6,1,1,3,1,1,0,1,4,1
36546,47,19,309.2,59714.59,816.55,0,2,1,4,0,2,0,0,0,1,0,1,6
36547,40,7,77.82,87365.85,755.13,1,2,1,6,1,1,2,1,0,1,0,1,6
36548,33,3,205.38,47984.52,790.11,1,0,1,5,0,1,0,2,1,1,1,0,6
36549,23,26,59.03,45936.16,501.44,1,2,2,5,1,0,0,1,0,1,0,1,7
36550,11,17,75.36,32530.24,591.26,1,0,0,4,1,1,2,0,0,1,0,1,2
36551,43,19,-780.0169023723028,6152.52,705.08,1,2,3,6,1,1,2,1,1,0,0,1,1
36552,36,15,42.22,24628.22,698.05,1,1,0,6,1,1,2,0,1,0,0,1,7
36553,18,50,158.0,1590.75,677.08,0,1,1,4,1,0,2,1,1,0,0,1,3
36554,16,18,32.07,49053.96,660.06,0,2,0,5,2,2,3,0,1,0,1,0,3
36555,24,12,739.04,3085.91,534.83,1,1,2,6,0,1,1,1,1,1,0,1,2
36556,55,12,475.68,38661.64,750.72,0,0,4,5,1,0,0,0,0,1,1,0,2
36557,44,8,85.83,55732.73,825.64,0,0,3,4,0,1,3,0,1,0,0,1,5
36558,63,10,230.05,10514.06,617.05,0,1,0,4,2,1,3,2,0,1,0,1,0
36559,64,13,32.97,14723.26,288.39335017676444,0,0,4,5,2,0,2,1,1,0,0,1,6
36560,17,11,921.04,50012.94,754.03,1,1,3,4,2,1,3,1,1,1,0,1,5
36561,63,17,76.55,6450.46,602.64,1,0,2,6,1,1,3,0,1,0,1,2,3
36564,42,16,33.7,18368.89,654.23,0,1,0,6,1,1,0,2,1,0,1,0,1
36565,21,50,213.17,3206.75,614.13,0,0,0,6,2,1,2,2,1,1,1,0,7
36566,18,23,119.08,49594.6,1013.4452329398036,1,0,3,5,2,2,3,2,1,0,1,0,0
36568,45,6,127.74,45845.27,680.3399999999999,1,1,2,4,1,0,0,1,1,0,1,3,7
36570,12,10,1744.3786338463833,47328.33,563.12,1,0,2,4,2,2,2,0,0,1,0,1,0
36571,16,8,185.14,31104.22,541.6,0,0,0,6,1,0,3,2,0,1,1,0,7
36575,24,10,920.42,40487.97,770.94,0,1,5,4,2,2,2,1,1,0,1,2,4
36576,10,9,312.12,80397.94,806.22,1,1,3,6,1,2,2,2,1,1,1,2,4
36577,23,10,34.72,4874.7,509.16,0,0,0,4,0,1,0,0,0,1,0,1,7
36578,39,4,397.22,23474.9,765.85,1,1,4,4,1,2,3,1,1,0,1,3,3
36579,44,14,321.45,25042.53,1075.6841110342973,0,1,2,5,2,2,2,1,0,1,0,1,0
36580,11,14,71.43,9323.64,1385.5182220685945,0,1,1,6,2,2,2,1,1,0,0,1,7
36581,17,2,510.99,4072.02,1695.3523331028916,1,1,1,4,2,0,2,1,1,1,1,3,3
36582,64,22,-1061.8922890607582,3494.93,709.68,1,2,1,4,1,1,2,2,0,1,0,1,1
36583,25,23,123.3,39025.01,777.78,1,0,1,5,2,1,2,2,0,1,1,2,0
36585,43,8,216.78,2004.68,705.55,0,0,5,6,1,1,0,0,1,0,1,3,7
36586,26,3,30.58,32259.76,528.41,1,1,0,4,1,2,2,1,0,1,1,4,2
36587,60,20,106.84,19714.12,799.31,1,1,4,5,2,0,2,2,1,0,0,1,0
36588,51,3,501.7,17074.68,662.23,1,0,5,6,2,1,1,0,0,1,1,4,3
36589,56,22,30.06,37748.28,761.21,0,1,4,4,1,0,3,2,0,1,0,1,1
36590,43,15,31.76,8546.85,791.21,1,1,3,5,2,2,2,0,1,0,1,3,3
36591,36,15,199.33,29455.29,846.52,1,1,1,6,0,0,0,0,1,1,0,1,8
36592,63,12,180.98,21071.33,729.92,1,2,1,4,2,1,2,0,0,1,0,1,6
36594,33,7,216.77,10614.91,780.13,1,1,3,4,0,1,1,2,1,1,1,2,2
36595,23,12,382.74,39454.65,730.29,0,0,5,5,0,0,3,0,0,1,1,4,1
36596,15,14,145.41,35634.14,605.08,1,1,2,5,1,2,2,2,1,0,1,4,0
36597,62,4,292.28,29995.98,706.76,1,0,4,5,1,1,2,0,0,1,0,1,0
36598,39,14,30.82,47841.07,685.24,1,1,2,4,0,1,3,1,0,1,1,3,0
36599,61,15,104.0,22288.25,663.72,0,1,0,5,1,1,3,1,1,0,1,0,1
36600,61,14,337.32,9702.88,683.34,1,1,2,5,1,2,2,0,0,1,1,3,1
36601,46,4,757.7,37516.59,726.86,1,0,1,4,2,1,1,0,0,1,0,1,8
36602,25,22,34.71,40439.57,577.13,0,1,2,4,0,0,3,1,1,0,0,1,3
36604,29,15,218.7,14158.11,762.05,1,2,4,5,2,0,0,2,1,0,0,1,2
36605,36,13,244.34,67129.14,483.959056300282,0,0,3,4,1,1,2,0,1,0,0,1,8
36606,45,18,66.17,12528.9,205.868112600564,1,0,2,4,2,2,3,2,0,1,0,1,2
36607,10,10,548.29,25453.07,363.9107049770941,0,1,4,5,2,2,3,1,1,0,1,0,7
36608,35,16,-600.6706497902892,37330.08,547.5503524885471,1,1,4,4,2,0,3,0,0,1,0,1,3
36610,10,18,1049.8507395214513,6736.52,547.88,0,1,0,4,1,2,0,0,1,0,1,0,7
36611,64,19,621.95,4558.58,629.63,1,1,0,6,2,1,0,0,0,1,0,1,7
36613,16,6,52.73,9987.62,709.65,0,0,3,6,1,2,2,0,0,1,0,1,0
36615,63,19,32.74,36063.83,760.81,0,1,1,5,1,2,3,2,0,1,0,1,1
36616,40,5,97.26,54303.38,265.79891815789927,0,1,5,6,2,0,2,0,0,1,0,1,8
36617,16,22,296.1,32402.34,751.18,1,0,3,6,0,2,3,1,1,0,1,3,0
36618,24,14,118.52,85602.35,773.09,1,0,3,4,0,1,0,2,1,0,1,3,8
36619,37,7,167.76,44323.94,758.89,1,2,1,6,0,0,0,1,1,0,1,3,3
36620,10,18,117.52,45905.76,633.91,0,0,2,4,2,0,0,0,1,0,1,4,0
36621,55,2,750.12,59660.13,805.62,0,1,1,4,2,0,1,1,0,1,1,0,6
36623,24,10,214.91,41837.26,680.425,0,0,0,4,2,0,0,0,0,1,1,4,1
36624,43,9,35.23,926.03,730.26,1,2,1,6,0,2,2,2,0,1,0,1,7
36625,21,6,404.9,6061.19,531.38,1,0,0,5,2,0,0,0,1,0,0,1,3
36626,58,23,160.39,46036.31,683.48,1,0,2,4,2,0,3,2,1,0,1,4,1
36627,42,17,838.33,39168.15,766.97,1,1,3,5,0,0,1,0,1,0,0,1,3
36628,11,50,133.94,13433.8,647.59,1,1,5,4,1,1,3,1,0,1,0,1,1
36630,52,3,33.77,25044.95,783.04,0,0,1,6,2,1,2,2,0,1,1,2,3
36631,47,8,-603.6686837118883,14972.61,706.31,0,0,3,5,0,0,3,1,0,1,1,2,3
36632,13,10,374.53,3892.28,1008.790219494279,0,0,4,6,1,2,2,2,0,1,0,1,7
36633,13,5,547.36,47645.45,796.59,1,0,1,4,2,1,2,1,0,1,0,1,3
36634,56,14,546.1,23986.07,658.37,1,1,0,6,2,0,2,0,0,1,0,1,0
36635,35,4,80.44,88932.02,716.52,1,1,1,6,2,2,3,2,0,1,0,1,5
36636,15,21,50.61,42776.19,738.0,1,1,3,4,2,0,2,0,0,1,1,4,0
36637,42,7,-655.9808665247252,16515.7,693.575,0,0,0,5,1,2,3,2,0,1,1,2,7
36638,44,22,74.9,30315.73,649.15,0,1,5,6,2,2,2,2,0,1,1,3,0
36639,16,7,117.54,33746.86,730.63,1,1,3,5,1,0,2,0,0,1,1,3,1
36640,64,16,-157.8111343336947,36915.82,799.16,1,1,3,4,0,1,0,2,0,1,0,1,6
36641,62,15,-546.9682258922369,28603.66,1157.4265363052125,1,1,3,6,1,0,0,2,1,0,1,2,2
36642,12,16,31.93,6928.16,565.33,0,0,2,4,1,0,2,2,1,0,1,3,7
36643,61,14,74.82,43020.91,534.71,0,1,0,6,1,0,3,0,1,0,1,4,3
36644,38,11,-496.5798885724169,57274.2,817.84,0,0,1,6,2,2,2,1,1,1,0,1,5
36645,59,21,30.13,12333.18,506.07,0,1,2,6,1,0,2,1,0,1,0,1,3
36646,32,22,62.14,34384.02,739.01,1,1,5,4,1,2,3,1,0,1,1,0,2
36647,23,15,70.72,36062.37,624.35,1,2,5,4,1,2,2,0,0,1,1,4,3
36648,50,50,590.93,12119.48,700.69,0,1,5,4,0,1,2,0,0,1,0,1,7
36649,49,15,450.74,66048.97,798.45,0,2,1,4,1,1,1,0,1,0,1,4,8
36650,50,9,959.2141673319423,29802.16,685.61,0,1,0,6,1,2,3,2,0,1,1,4,2
36651,23,13,36.83,9968.73,708.35,1,1,5,5,2,2,2,0,1,0,0,1,1
36652,31,19,-956.085203620784,21436.68,601.41,0,0,2,4,1,2,3,0,1,0,0,1,7
36653,20,11,33.46,42665.11,600.9749999999999,0,0,5,6,1,0,2,1,1,0,0,1,3
36655,61,21,292.21,18196.78,742.34,0,2,1,4,2,0,2,2,1,0,0,1,7
36656,49,50,604.14,49634.79,684.54,1,2,0,5,2,0,2,1,0,1,1,0,7
36657,56,11,35.63,14475.34,793.06,0,2,1,5,2,0,0,2,1,0,0,1,2
36659,11,10,824.19,42972.4,814.96,1,2,3,4,0,0,1,2,0,1,1,4,5
36660,34,14,325.1,8454.11,583.84,1,0,2,5,1,0,0,1,0,1,0,1,7
36661,62,13,30.09,48568.05,338.68268141564744,1,1,2,4,0,2,2,2,0,1,0,1,3
36662,63,1,356.06,88592.23,532.2763407078237,1,1,4,5,1,1,2,2,0,1,0,1,5
36664,16,17,30.9,7788.17,523.67,0,0,2,4,1,1,3,1,0,1,0,1,2
36665,59,19,35.29,4501.72,696.95,1,1,2,4,2,0,2,1,1,0,0,1,7
36666,22,14,129.03,34395.2,615.58,1,1,0,5,2,1,2,0,1,0,1,0,1
36667,30,23,30.91,19090.98,1071.0139033737814,1,1,0,5,0,0,2,0,1,0,1,3,0
36669,15,11,43.56,34045.87,760.12,0,0,3,6,2,0,3,0,0,1,0,1,0
36670,52,14,801.89,20858.68,963.9121409595384,0,0,1,4,2,0,2,2,0,1,1,2,3
36671,41,19,110.39,48646.51,767.36,0,0,1,6,2,1,2,0,1,0,0,1,7
36672,43,7,-487.12408048083466,15188.93,768.97,1,1,1,4,2,2,0,0,1,1,1,2,3
36673,42,6,1165.85,38671.76,582.44,0,2,2,4,0,2,3,1,1,1,1,0,2
36674,23,9,511.58,5141.23,716.01,0,0,4,6,0,2,1,0,0,1,0,1,3
36675,13,22,71.5,13384.26,684.09,1,2,2,5,2,2,3,0,1,0,1,3,0
36676,24,12,128.36,29834.73,684.78,1,1,1,6,2,1,2,0,0,1,1,3,1
36677,27,25,533.42,27818.61,798.08,1,1,1,5,2,0,2,1,1,0,0,1,3
36678,47,11,30.23,10793.04,1622.9634795437437,0,2,1,5,2,0,3,1,0,1,0,1,7
36680,16,50,30.27,85029.3,773.32,1,1,3,5,2,2,2,2,0,1,0,1,8
36681,22,12,221.71,43679.83,778.0,0,1,3,4,1,2,3,0,1,0,0,1,1
36682,22,17,52.81,5123.15,699.45,1,1,2,5,1,1,0,0,1,0,1,2,3
36684,52,11,1219.6595173392298,46550.53,762.95,1,0,5,4,2,0,2,0,0,1,1,0,3
36685,48,22,340.49,56869.14,767.64,1,2,4,5,1,0,3,0,1,0,0,1,4
36686,62,16,59.98,15526.32,732.505,0,0,2,4,2,1,2,1,0,1,1,3,2
36687,15,3,363.45,18198.93,697.37,0,0,0,4,1,1,1,1,1,0,1,2,3
36688,39,7,153.0,5935.49,118.64948944896832,0,0,1,4,1,1,3,2,1,0,1,3,0
36689,30,4,-490.8183375622759,16069.3,564.01,1,1,0,4,1,1,1,2,0,1,0,1,2
36690,34,7,119.06,41238.85,707.85,0,0,1,6,2,1,2,2,1,0,1,2,1
36691,32,15,317.68,11727.2,699.1600000000001,1,2,3,5,0,0,2,0,1,0,0,1,1
36692,53,14,143.77,29474.34,690.47,1,0,0,5,0,1,2,2,1,0,1,0,2
36693,38,16,335.16,31609.72,712.19,0,2,1,4,2,2,2,1,1,1,0,1,0
36694,13,16,147.76,29374.03,807.77,0,2,4,5,1,1,3,0,0,1,1,3,6
36695,20,8,31.7,42608.27,712.76,1,1,0,6,2,2,2,0,0,1,1,2,1
36696,62,3,276.7,41357.59,631.51,1,0,5,6,1,1,3,2,0,1,1,4,0
36697,46,10,167.82,16657.6,726.01,1,2,4,6,2,0,3,1,1,0,0,1,7
36698,40,13,1077.635854876486,47408.25,762.98,1,1,5,5,1,0,2,2,0,1,1,4,7
36700,27,15,1619.034858895232,41148.81,608.73,1,1,0,6,2,0,3,1,1,1,1,2,7
36701,30,8,84.02,46660.92,585.735,1,0,3,6,2,2,3,0,0,1,1,4,2
36702,46,20,414.92,43734.65,562.74,1,1,0,6,1,0,3,2,1,1,0,1,0
36704,11,6,122.91,34817.12,509.84,1,1,0,4,2,1,3,2,0,1,0,1,1
36705,29,17,146.29,26265.77,763.95,1,2,4,5,1,2,0,0,0,1,1,3,0
36706,35,20,98.36,42658.79,770.67,1,0,3,5,1,2,3,2,0,1,0,1,2
36708,20,21,91.16,85876.71,763.52,0,0,1,5,2,0,0,1,1,0,1,2,5
36709,48,6,164.05,23994.64,706.76,1,2,0,5,2,2,3,2,0,1,0,1,3
36710,53,9,353.43,66155.21,657.1,1,2,3,4,1,0,2,2,1,0,1,0,6
36711,56,20,30.97,6293.14,607.44,1,1,0,6,1,0,2,1,1,0,0,1,7
36712,63,7,48.67,38838.76,659.35,0,1,0,6,1,1,2,2,1,0,0,1,7
36713,59,8,34.53,1568.94,127.72250122590742,1,2,1,4,1,1,2,1,1,0,1,3,0
36714,60,22,62.41,42173.18,1205.5569713121529,1,1,1,6,2,2,3,0,1,0,1,4,0
36715,43,9,-347.5105433017311,25927.2,653.91,0,0,2,6,0,2,2,2,1,1,1,0,1
36716,56,9,33.81,42770.68,779.06,0,0,3,6,2,0,2,2,1,0,1,0,1
36717,41,5,38.23,27648.58,656.99,1,1,0,4,1,2,2,2,1,0,0,1,3
36718,40,11,133.07,19316.11,755.2,1,0,1,5,0,0,2,1,1,0,1,4,1
36719,26,11,-703.6799081050674,24618.63,750.79,1,1,4,6,2,1,2,1,0,1,1,3,0
36720,13,11,1002.92,43543.25,619.03,1,1,5,5,0,2,0,1,1,1,1,4,2
36721,18,5,59.39,32534.5,783.61,1,0,3,4,2,1,2,1,0,1,1,4,0
36722,33,10,53.95,3881.36,701.25,0,2,5,4,2,0,2,0,0,1,0,1,1
36724,11,13,223.76,41880.23,712.7,0,0,0,5,0,1,2,2,1,0,0,1,7
36726,24,3,368.77,46881.48,659.35,1,0,1,6,1,0,1,2,1,0,1,0,3
36727,15,7,511.69,48612.9,731.43,1,1,1,4,2,1,0,0,1,1,1,0,6
36728,39,50,105.67,95903.79,714.29,1,1,3,4,1,0,3,0,0,1,0,1,5
36729,34,50,529.07,1175.36,1128.4877796237536,1,0,4,6,2,1,2,0,1,1,0,1,6
36730,30,8,1539.831340395277,89305.1,754.56,1,0,4,4,2,1,3,2,1,0,0,1,8
36732,34,15,52.35,19363.1,469.70620575675326,1,0,2,5,1,2,2,0,1,0,1,0,1
36733,15,9,57.47,23355.6,327.27930863512995,0,0,3,5,1,0,3,2,0,1,0,1,0
36735,40,5,300.04,24978.19,663.2,1,1,1,6,1,0,0,0,0,1,0,1,7
36736,17,14,153.43,48192.06,636.74,1,2,2,6,1,1,0,1,1,0,1,0,2
36737,28,16,1202.216595657498,29229.02,665.7,0,1,0,4,1,1,2,1,0,1,0,1,3
36738,23,16,195.72,95217.2,742.51,1,2,1,4,1,0,3,0,0,1,1,2,6
36739,27,7,376.24,7293.96,792.26,0,1,5,5,1,0,0,1,0,1,1,2,4
36740,17,14,-940.2225277389427,43297.86,680.61,0,1,5,4,2,1,2,1,0,1,1,3,2
36741,25,2,192.01,39349.52,768.24,1,2,5,4,2,1,3,0,1,0,0,1,7
36742,10,18,32.81,10239.79,698.025,1,0,4,6,2,2,3,1,1,0,1,0,7
36743,52,6,34.56,41307.61,627.81,1,0,1,6,2,0,2,0,0,1,1,0,7
36744,28,18,91.65,12878.31,719.52,1,1,2,6,2,1,2,2,1,1,1,0,3
36745,57,14,126.34,30329.29,503.06,1,1,2,6,2,0,2,1,0,1,0,1,1
36746,31,1,243.38,39323.16,662.46,1,1,5,5,2,1,2,0,1,0,0,1,2
36747,59,10,80.61,25560.26,736.39,0,1,1,6,1,0,0,0,1,0,0,1,2
36748,33,8,209.4,42876.58,762.61,0,2,5,6,2,1,3,1,1,0,1,4,2
36749,58,13,488.2,40182.84,605.13,0,0,5,4,1,0,2,1,1,1,0,1,0
36750,36,15,242.29,13492.33,608.1066666666667,0,1,5,6,2,1,3,2,0,1,0,1,1
36751,39,8,168.43,28926.91,611.0833333333333,1,1,3,6,2,2,2,1,1,0,1,0,0
36752,62,1,75.93,29213.18,614.06,0,0,2,5,1,0,2,0,1,0,1,0,7
36753,29,15,34.24,44901.65,622.25,0,1,2,6,2,1,3,0,1,0,1,0,7
36755,56,18,84.03,26890.33,663.34,0,2,5,5,1,1,2,1,0,1,1,2,0
36756,50,20,137.19,44049.01,711.145,0,1,5,6,1,2,2,1,0,1,0,1,0
36757,16,18,32.96,22384.07,758.95,0,0,5,6,2,1,3,2,0,1,1,0,2
36758,11,19,393.9,28421.26,657.66,0,1,5,6,2,2,3,2,0,1,0,1,0
36760,35,11,-1020.419008788243,9825.3,616.76,1,1,5,6,1,2,3,1,0,1,0,1,2
36761,47,15,119.49,42386.53,680.1,1,0,1,5,2,2,2,0,0,1,0,1,7
36762,61,22,156.15,38077.17,725.49,0,0,1,4,1,1,2,2,1,0,1,2,7
36763,62,11,463.4,48392.73,309.89663170493867,0,1,2,4,1,2,3,2,1,0,0,1,7
36764,20,4,47.73,2699.99,580.08,1,1,0,6,2,2,0,1,1,0,1,0,0
36765,51,17,201.94,46198.58,727.22,0,1,4,5,0,2,3,2,0,1,1,4,1
36766,36,21,517.51,49029.98,843.07,0,2,4,6,2,2,0,2,1,1,1,4,5
36767,14,13,457.47,19843.37,766.7,1,1,4,5,1,0,0,0,1,0,0,1,7
36768,28,50,933.95,61871.4,742.39,1,0,4,4,2,0,2,1,1,1,1,4,4
36769,31,13,113.38,29454.6,614.35,0,0,1,5,1,2,3,1,0,1,0,1,3
36770,50,3,1082.34,12422.31,799.21,1,0,4,4,2,0,2,0,1,0,0,1,2
36771,44,22,181.8,15790.75,668.4637949759015,0,2,0,6,2,1,3,1,1,0,0,1,1
36772,12,15,479.49,30584.33,734.6,1,2,5,5,1,1,0,0,0,1,0,1,3
36773,47,15,32.93,41377.33,604.94,0,0,2,4,1,1,3,1,1,0,0,1,1
36774,64,3,587.61,9758.12,612.46,0,0,0,6,0,2,2,1,1,0,1,2,7
36775,47,8,122.86,11840.07,621.53,1,1,0,4,0,0,0,2,0,1,1,3,1
36776,28,17,619.89,4575.47,754.63,1,0,1,6,2,2,2,1,0,1,1,2,2
36777,62,9,242.07,26405.67,768.47,1,1,3,5,1,1,2,2,0,1,0,1,1
36778,36,20,100.88,25814.45,770.55,0,1,1,5,1,0,0,1,1,0,0,1,8
36779,13,14,32.97,43233.15,693.2,1,1,1,4,2,2,0,2,1,0,0,1,2
36780,60,17,107.52,27443.34,784.14,0,0,5,4,1,1,2,0,0,1,0,1,0
36781,18,19,98.56,36102.57,728.16,1,1,5,6,1,1,2,0,0,1,0,1,6
36783,14,16,30.14,49429.65,631.75,1,1,1,6,1,2,3,1,0,1,1,2,3
36784,40,14,52.85,29002.52,510.0335400866484,0,1,1,5,0,1,0,1,1,0,0,1,2
36786,10,13,435.67,9963.11,828.27,0,1,1,5,1,0,2,2,0,1,1,0,8
36787,48,18,243.68,48858.13,729.98,1,0,3,4,1,0,1,2,1,0,1,3,0
36788,47,13,34.98,36249.03,722.435,1,0,0,6,0,1,0,1,0,1,1,3,2
36789,34,16,263.2,36961.0,714.89,0,0,5,4,2,0,3,0,1,0,1,4,2
36790,45,17,41.06,5053.08,-317.02495514345026,0,0,2,5,2,0,3,2,1,0,1,4,0
36791,20,5,412.51,5242.97,718.79,1,1,5,4,1,0,1,0,1,0,1,3,0
36792,39,12,132.91,36079.92,709.64,1,2,4,6,2,1,2,2,0,1,0,1,3
36793,21,21,30.36,98038.51,846.91,0,0,1,4,1,1,2,1,1,0,0,1,6
36794,40,17,-977.8091077798946,8122.12,717.04,1,2,0,5,1,0,2,0,0,1,1,4,1
36795,39,16,30.62,1690.06,710.54,0,1,1,6,2,0,2,2,0,1,1,3,2
36796,49,20,480.52,32573.93,606.15,0,0,5,5,1,0,2,0,0,1,0,1,1
36797,46,17,406.04,11334.64,827.3,1,1,3,6,1,1,3,2,0,1,1,0,4
36798,15,25,81.86,3963.37,655.56,0,1,0,4,1,2,2,1,1,0,0,1,1
36799,23,14,329.53,23500.65,618.57,1,0,2,4,1,2,2,0,0,1,0,1,2
36800,28,7,82.13,10419.3,760.54,1,1,4,6,2,0,3,1,0,1,0,1,1
36801,44,11,278.77,49232.32,1078.986316286567,1,2,0,4,0,2,0,1,1,0,0,1,2
36802,10,13,368.15,21180.2,504.16,0,1,0,5,1,2,3,0,1,0,0,1,0
36804,54,20,113.54,5368.86,629.76,0,0,1,4,2,1,2,1,1,0,1,3,3
36805,61,21,317.56,40442.8,785.93,0,0,4,6,1,2,2,2,0,1,1,4,0
36806,33,12,31.5,43810.95,671.01,1,1,2,5,2,2,3,1,0,1,0,1,0
36807,62,19,121.17,19321.18,652.21,0,0,2,6,1,1,2,2,1,0,1,4,0
36808,24,24,109.27,7622.98,679.875,0,0,1,6,1,2,3,2,0,1,0,1,7
36809,12,16,65.75,2328.73,707.54,0,0,1,6,2,0,3,1,0,1,1,3,2
36810,13,8,34.48,7388.25,641.3,1,1,2,4,2,0,0,2,0,1,0,1,0
36811,43,12,625.12,19235.55,417.70613035464805,0,1,5,6,2,0,2,1,1,1,1,3,2
36812,34,9,281.48,5303.11,731.45,0,1,3,6,0,2,1,2,1,0,1,2,3
36813,58,10,119.44,31028.22,655.71,1,1,2,4,2,1,2,2,0,1,0,1,0
36815,40,6,769.35,28151.17,734.14,0,2,5,6,2,1,1,2,0,1,1,3,5
36816,17,14,180.79,37200.03,514.45,1,0,2,4,1,0,3,0,1,0,0,1,2
36817,52,16,34.4,38861.65,652.87,1,1,3,4,1,0,0,0,1,0,1,4,7
